(1, 901714, '2016-01-25', 'Credit Card', 1),
(1150, 431048, '2016-01-12', 'Cash', 1150),
(1151, 468612, '2016-01-16', 'Cash', 1151),
(1152, 518432, '2016-01-23', 'Cash', 1152),
(1153, 671574, '2016-01-18', 'Cash', 1153),
(1154, 211693, '2016-01-12', 'Credit Card', 1154),
(1155, 467248, '2016-01-30', 'Cash', 1155),
(1156, 624894, '2016-01-29', 'Credit Card', 1156),
(1157, 75583, '2016-01-12', 'Check', 1157),
(1158, 828511, '2016-01-24', 'Credit Card', 1158),
(1159, 282221, '2016-01-21', 'Credit Card', 1159),
(1160, 940338, '2016-01-28', 'Check', 1160),
(1161, 207373, '2016-01-23', 'Check', 1161),
(1162, 409190, '2016-01-28', 'Credit Card', 1162),
(1163, 83384, '2016-01-27', 'Check', 1163),
(1164, 916500, '2016-01-18', 'Check', 1164),
(1165, 918037, '2016-01-15', 'Cash', 1165),
(1166, 407955, '2016-01-28', 'Check', 1166),
(1167, 827958, '2016-01-13', 'Credit Card', 1167),
(1168, 658537, '2016-01-21', 'Credit Card', 1168),
(1169, 771004, '2016-01-20', 'Credit Card', 1169),
(1170, 791488, '2016-01-13', 'Check', 1170),
(1171, 865959, '2016-01-18', 'Credit Card', 1171),
(1172, 580329, '2016-01-12', 'Credit Card', 1172),
(1173, 272727, '2016-01-16', 'Credit Card', 1173),
(1174, 780408, '2016-01-10', 'Check', 1174),
(1175, 876985, '2016-01-23', 'Credit Card', 1175),
(1176, 278288, '2016-01-26', 'Credit Card', 1176),
(1177, 838254, '2016-01-18', 'Cash', 1177),
(1178, 576108, '2016-01-30', 'Check', 1178),
(1179, 62878, '2016-01-13', 'Cash', 1179),
(1180, 260116, '2016-01-11', 'Cash', 1180),
(1181, 209607, '2016-01-29', 'Check', 1181),
(1182, 965530, '2016-01-30', 'Cash', 1182),
(1183, 831427, '2016-01-21', 'Credit Card', 1183),
(1184, 660387, '2016-01-22', 'Check', 1184),
(1185, 96983, '2016-01-30', 'Cash', 1185),
(1186, 241999, '2016-01-19', 'Check', 1186),
(1187, 597287, '2016-01-23', 'Check', 1187),
(1188, 968072, '2016-01-30', 'Credit Card', 1188),
(1189, 280130, '2016-01-13', 'Check', 1189),
(1190, 418654, '2016-01-24', 'Cash', 1190),
(1191, 157506, '2016-01-23', 'Cash', 1191),
(1192, 422140, '2016-01-20', 'Cash', 1192),
(1193, 819972, '2016-01-12', 'Check', 1193),
(1194, 812209, '2016-01-22', 'Credit Card', 1194),
(1195, 370701, '2016-01-10', 'Credit Card', 1195),
(1196, 890271, '2016-01-24', 'Check', 1196),
(1197, 108527, '2016-01-12', 'Cash', 1197),
(1198, 488777, '2016-01-12', 'Check', 1198),
(1199, 480787, '2016-01-30', 'Credit Card', 1199),
(1200, 952334, '2016-01-17', 'Check', 1200),
(1201, 818481, '2016-01-28', 'Cash', 1201),
(1202, 320337, '2016-01-22', 'Check', 1202),
(1203, 908411, '2016-01-10', 'Credit Card', 1203),
(1204, 964814, '2016-01-10', 'Check', 1204),
(1205, 592418, '2016-01-27', 'Cash', 1205),
(1206, 390045, '2016-01-24', 'Check', 1206),
(1207, 185746, '2016-01-21', 'Credit Card', 1207),
(1208, 234633, '2016-01-23', 'Credit Card', 1208),
(1209, 15614, '2016-01-16', 'Credit Card', 1209),
(1210, 497053, '2016-01-30', 'Cash', 1210),
(1211, 523156, '2016-01-11', 'Check', 1211),
(1212, 650933, '2016-01-26', 'Check', 1212),
(1213, 135585, '2016-01-16', 'Check', 1213),
(1214, 846759, '2016-01-18', 'Cash', 1214),
(1215, 269405, '2016-01-24', 'Check', 1215),
(1216, 581307, '2016-01-10', 'Credit Card', 1216),
(1217, 356101, '2016-01-21', 'Check', 1217),
(1218, 330479, '2016-01-10', 'Cash', 1218),
(1219, 780524, '2016-01-21', 'Cash', 1219),
(1220, 204696, '2016-01-21', 'Cash', 1220),
(1221, 403288, '2016-01-12', 'Check', 1221),
(1222, 109449, '2016-01-17', 'Check', 1222),
(1223, 856255, '2016-01-19', 'Check', 1223),
(1224, 186707, '2016-01-24', 'Credit Card', 1224),
(1225, 796596, '2016-01-14', 'Cash', 1225),
(1226, 921717, '2016-01-16', 'Cash', 1226),
(1227, 847071, '2016-01-19', 'Credit Card', 1227),
(1228, 284482, '2016-01-27', 'Credit Card', 1228),
(1229, 697940, '2016-01-19', 'Check', 1229),
(1230, 947058, '2016-01-15', 'Credit Card', 1230),
(1231, 699180, '2016-01-18', 'Credit Card', 1231),
(1232, 37402, '2016-01-16', 'Cash', 1232),
(1233, 258085, '2016-01-11', 'Credit Card', 1233),
(1234, 764315, '2016-01-18', 'Credit Card', 1234),
(1235, 89623, '2016-01-20', 'Check', 1235),
(1236, 846889, '2016-01-25', 'Credit Card', 1236),
(1237, 890529, '2016-01-14', 'Credit Card', 1237),
(1238, 937760, '2016-01-10', 'Credit Card', 1238),
(1239, 358635, '2016-01-16', 'Cash', 1239),
(1240, 543397, '2016-01-13', 'Cash', 1240),
(1241, 879518, '2016-01-16', 'Check', 1241),
(1242, 423961, '2016-01-16', 'Check', 1242),
(1243, 831745, '2016-01-14', 'Cash', 1243),
(1244, 551233, '2016-01-10', 'Cash', 1244),
(1245, 420611, '2016-01-26', 'Check', 1245),
(1246, 998473, '2016-01-20', 'Credit Card', 1246),
(1247, 99778, '2016-01-28', 'Credit Card', 1247),
(1248, 122334, '2016-01-15', 'Cash', 1248),
(1249, 199257, '2016-01-28', 'Credit Card', 1249),
(1250, 202187, '2016-01-15', 'Check', 1250),
(1251, 450855, '2016-01-13', 'Cash', 1251),
(1252, 118306, '2016-01-26', 'Credit Card', 1252),
(1253, 925232, '2016-01-17', 'Check', 1253),
(1254, 20588, '2016-01-17', 'Cash', 1254),
(1255, 624803, '2016-01-22', 'Check', 1255),
(1256, 296101, '2016-01-23', 'Cash', 1256),
(1257, 738444, '2016-01-14', 'Cash', 1257),
(1258, 355386, '2016-01-15', 'Credit Card', 1258),
(1259, 856947, '2016-01-27', 'Credit Card', 1259),
(1260, 466568, '2016-01-29', 'Credit Card', 1260),
(1261, 504649, '2016-01-17', 'Credit Card', 1261),
(1262, 156960, '2016-01-13', 'Cash', 1262),
(1263, 155182, '2016-01-28', 'Cash', 1263),
(1264, 326761, '2016-01-12', 'Check', 1264),
(1265, 367895, '2016-01-15', 'Cash', 1265),
(1266, 817918, '2016-01-27', 'Cash', 1266),
(1267, 281420, '2016-01-28', 'Check', 1267),
(1268, 556412, '2016-01-14', 'Credit Card', 1268),
(1269, 550167, '2016-01-20', 'Cash', 1269),
(1270, 32700, '2016-01-21', 'Credit Card', 1270),
(1271, 436064, '2016-01-11', 'Credit Card', 1271),
(1272, 306208, '2016-01-10', 'Check', 1272),
(1273, 347612, '2016-01-24', 'Cash', 1273),
(1274, 595594, '2016-01-16', 'Cash', 1274),
(1275, 861968, '2016-01-26', 'Cash', 1275),
(1276, 120694, '2016-01-26', 'Check', 1276),
(1277, 766983, '2016-01-27', 'Credit Card', 1277),
(1278, 919812, '2016-01-21', 'Check', 1278),
(1279, 822534, '2016-01-16', 'Cash', 1279),
(1280, 181474, '2016-01-24', 'Check', 1280),
(1281, 855527, '2016-01-18', 'Credit Card', 1281),
(1282, 213343, '2016-01-22', 'Credit Card', 1282),
(1283, 417025, '2016-01-26', 'Cash', 1283),
(1284, 827169, '2016-01-12', 'Check', 1284),
(1285, 842352, '2016-01-11', 'Cash', 1285),
(1286, 673197, '2016-01-10', 'Cash', 1286),
(1287, 444983, '2016-01-17', 'Credit Card', 1287),
(1288, 265095, '2016-01-12', 'Check', 1288),
(1289, 599571, '2016-01-12', 'Credit Card', 1289),
(1290, 948329, '2016-01-30', 'Credit Card', 1290),
(1291, 410729, '2016-01-18', 'Credit Card', 1291),
(1292, 656013, '2016-01-28', 'Check', 1292),
(1293, 726953, '2016-01-15', 'Check', 1293),
(1294, 963087, '2016-01-28', 'Check', 1294),
(1295, 978291, '2016-01-14', 'Credit Card', 1295),
(1296, 117451, '2016-01-21', 'Credit Card', 1296),
(1297, 524666, '2016-01-22', 'Credit Card', 1297),
(1298, 767322, '2016-01-26', 'Credit Card', 1298),
(1299, 976891, '2016-01-27', 'Cash', 1299),
(1300, 283087, '2016-01-14', 'Cash', 1300),
(1301, 654794, '2016-01-13', 'Cash', 1301),
(1302, 126432, '2016-01-14', 'Credit Card', 1302),
(1303, 807070, '2016-01-18', 'Credit Card', 1303),
(1304, 855493, '2016-01-30', 'Check', 1304),
(1305, 983757, '2016-01-11', 'Cash', 1305),
(1306, 994612, '2016-01-25', 'Cash', 1306),
(1307, 647942, '2016-01-30', 'Credit Card', 1307),
(1308, 907109, '2016-01-21', 'Credit Card', 1308),
(1309, 294512, '2016-01-25', 'Credit Card', 1309),
(1310, 637275, '2016-01-18', 'Cash', 1310),
(1311, 336681, '2016-01-21', 'Cash', 1311),
(1312, 349781, '2016-01-20', 'Credit Card', 1312),
(1313, 799466, '2016-01-18', 'Credit Card', 1313),
(1314, 364244, '2016-01-18', 'Check', 1314),
(1315, 862325, '2016-01-11', 'Credit Card', 1315),
(1316, 926397, '2016-01-23', 'Credit Card', 1316),
(1317, 632413, '2016-01-11', 'Credit Card', 1317),
(1318, 53676, '2016-01-21', 'Check', 1318),
(1319, 827258, '2016-01-11', 'Credit Card', 1319),
(1320, 719221, '2016-01-12', 'Cash', 1320),
(1321, 950487, '2016-01-20', 'Check', 1321),
(1322, 877877, '2016-01-21', 'Check', 1322),
(1323, 721330, '2016-01-20', 'Credit Card', 1323),
(1324, 108353, '2016-01-25', 'Credit Card', 1324),
(1325, 555119, '2016-01-14', 'Cash', 1325),
(1326, 876201, '2016-01-11', 'Credit Card', 1326),
(1327, 165464, '2016-01-24', 'Cash', 1327),
(1328, 260457, '2016-01-18', 'Cash', 1328),
(1329, 24311, '2016-01-18', 'Credit Card', 1329),
(1330, 637038, '2016-01-24', 'Check', 1330),
(1331, 383831, '2016-01-15', 'Check', 1331),
(1332, 342339, '2016-01-27', 'Cash', 1332),
(1333, 147146, '2016-01-27', 'Credit Card', 1333),
(1334, 750524, '2016-01-23', 'Check', 1334),
(1335, 126199, '2016-01-23', 'Credit Card', 1335),
(1336, 606282, '2016-01-21', 'Cash', 1336),
(1337, 505390, '2016-01-23', 'Check', 1337),
(1338, 546088, '2016-01-22', 'Check', 1338),
(1339, 54899, '2016-01-15', 'Credit Card', 1339),
(1340, 234127, '2016-01-27', 'Cash', 1340),
(1341, 196304, '2016-01-11', 'Check', 1341),
(1342, 924185, '2016-01-16', 'Cash', 1342),
(1343, 324002, '2016-01-13', 'Cash', 1343),
(1344, 755032, '2016-01-25', 'Check', 1344),
(1345, 665336, '2016-01-12', 'Cash', 1345),
(1346, 549656, '2016-01-28', 'Credit Card', 1346),
(1347, 581790, '2016-01-23', 'Credit Card', 1347),
(1348, 847568, '2016-01-15', 'Check', 1348),
(1349, 517227, '2016-01-16', 'Check', 1349),
(1350, 825038, '2016-01-30', 'Cash', 1350),
(1351, 831354, '2016-01-29', 'Cash', 1351),
(1352, 350332, '2016-01-13', 'Check', 1352),
(1353, 529265, '2016-01-12', 'Cash', 1353),
(1354, 915856, '2016-01-14', 'Cash', 1354),
(1355, 38259, '2016-01-15', 'Credit Card', 1355),
(1356, 546661, '2016-01-27', 'Check', 1356),
(1357, 940919, '2016-01-11', 'Credit Card', 1357),
(1358, 336429, '2016-01-10', 'Credit Card', 1358),
(1359, 48627, '2016-01-30', 'Cash', 1359),
(1360, 188146, '2016-01-25', 'Cash', 1360),
(1361, 149875, '2016-01-18', 'Credit Card', 1361),
(1362, 564063, '2016-01-30', 'Cash', 1362),
(1363, 725689, '2016-01-26', 'Credit Card', 1363),
(1364, 698677, '2016-01-22', 'Check', 1364),
(1365, 155650, '2016-01-10', 'Cash', 1365),
(1366, 901641, '2016-01-18', 'Credit Card', 1366),
(1367, 397893, '2016-01-29', 'Cash', 1367),
(1368, 55514, '2016-01-18', 'Credit Card', 1368),
(1369, 348371, '2016-01-19', 'Credit Card', 1369),
(1370, 523543, '2016-01-22', 'Check', 1370),
(1371, 677012, '2016-01-16', 'Cash', 1371),
(1372, 686496, '2016-01-22', 'Credit Card', 1372),
(1373, 702060, '2016-01-30', 'Check', 1373),
(1374, 797653, '2016-01-10', 'Check', 1374),
(1375, 10320, '2016-01-18', 'Check', 1375),
(1376, 192916, '2016-01-20', 'Credit Card', 1376),
(1377, 488837, '2016-01-18', 'Credit Card', 1377),
(1378, 66716, '2016-01-21', 'Cash', 1378),
(1379, 426898, '2016-01-30', 'Credit Card', 1379),
(1380, 525840, '2016-01-18', 'Cash', 1380),
(1381, 952814, '2016-01-11', 'Cash', 1381),
(1382, 955744, '2016-01-13', 'Cash', 1382),
(1383, 304397, '2016-01-25', 'Cash', 1383),
(1384, 49657, '2016-01-18', 'Credit Card', 1384),
(1385, 970143, '2016-01-11', 'Cash', 1385),
(1386, 38362, '2016-01-13', 'Check', 1386),
(1387, 619183, '2016-01-17', 'Cash', 1387),
(1388, 920549, '2016-01-24', 'Credit Card', 1388),
(1389, 694677, '2016-01-14', 'Cash', 1389),
(1390, 333979, '2016-01-29', 'Check', 1390),
(1391, 199689, '2016-01-28', 'Cash', 1391),
(1392, 129198, '2016-01-12', 'Cash', 1392),
(1393, 547016, '2016-01-20', 'Cash', 1393),
(1394, 429529, '2016-01-12', 'Check', 1394),
(1395, 920018, '2016-01-25', 'Cash', 1395),
(1396, 736567, '2016-01-20', 'Credit Card', 1396),
(1397, 648339, '2016-01-17', 'Credit Card', 1397),
(1398, 684126, '2016-01-30', 'Check', 1398),
(1399, 428371, '2016-01-30', 'Credit Card', 1399),
(1400, 98846, '2016-01-23', 'Check', 1400),
(1401, 619341, '2016-01-16', 'Credit Card', 1401),
(1402, 282466, '2016-01-16', 'Credit Card', 1402),
(1403, 62714, '2016-01-30', 'Cash', 1403),
(1404, 42812, '2016-01-12', 'Cash', 1404),
(1405, 268859, '2016-01-25', 'Credit Card', 1405),
(1406, 213041, '2016-01-26', 'Cash', 1406),
(1407, 74256, '2016-01-16', 'Check', 1407),
(1408, 445712, '2016-01-20', 'Check', 1408),
(1409, 166329, '2016-01-10', 'Cash', 1409),
(1410, 340337, '2016-01-23', 'Check', 1410),
(1411, 67764, '2016-01-14', 'Cash', 1411),
(1412, 284579, '2016-01-23', 'Cash', 1412),
(1413, 397072, '2016-01-30', 'Cash', 1413),
(1414, 436045, '2016-01-17', 'Credit Card', 1414),
(1415, 386549, '2016-01-28', 'Credit Card', 1415),
(1416, 358357, '2016-01-24', 'Credit Card', 1416),
(1417, 889626, '2016-01-27', 'Cash', 1417),
(1418, 193033, '2016-01-28', 'Cash', 1418),
(1419, 109006, '2016-01-17', 'Credit Card', 1419),
(1420, 332655, '2016-01-25', 'Credit Card', 1420),
(1421, 749803, '2016-01-29', 'Check', 1421),
(1422, 277355, '2016-01-29', 'Cash', 1422),
(1423, 473046, '2016-01-28', 'Cash', 1423),
(1424, 601037, '2016-01-20', 'Check', 1424),
(1425, 796982, '2016-01-14', 'Credit Card', 1425),
(1426, 727851, '2016-01-23', 'Check', 1426),
(1427, 394420, '2016-01-23', 'Check', 1427),
(1428, 268800, '2016-01-24', 'Check', 1428),
(1429, 304265, '2016-01-27', 'Credit Card', 1429),
(1430, 230095, '2016-01-19', 'Cash', 1430),
(1431, 415017, '2016-01-18', 'Credit Card', 1431),
(1432, 594959, '2016-01-28', 'Check', 1432),
(1433, 245570, '2016-01-17', 'Check', 1433),
(1434, 171341, '2016-01-17', 'Check', 1434),
(1435, 47522, '2016-01-22', 'Check', 1435),
(1436, 265758, '2016-01-24', 'Credit Card', 1436),
(1437, 959456, '2016-01-10', 'Credit Card', 1437),
(1438, 35921, '2016-01-15', 'Cash', 1438),
(1439, 863485, '2016-01-11', 'Credit Card', 1439),
(1440, 948470, '2016-01-11', 'Check', 1440),
(1441, 161568, '2016-01-15', 'Credit Card', 1441),
(1442, 966103, '2016-01-12', 'Cash', 1442),
(1443, 942838, '2016-01-29', 'Check', 1443),
(1444, 977469, '2016-01-29', 'Cash', 1444),
(1445, 254940, '2016-01-25', 'Credit Card', 1445),
(1446, 321813, '2016-01-19', 'Credit Card', 1446),
(1447, 304137, '2016-01-12', 'Credit Card', 1447),
(1448, 155583, '2016-01-26', 'Check', 1448),
(1449, 120091, '2016-01-29', 'Credit Card', 1449),
(1450, 423831, '2016-01-15', 'Cash', 1450),
(1451, 986438, '2016-01-11', 'Credit Card', 1451),
(1452, 222644, '2016-01-18', 'Cash', 1452),
(1453, 754842, '2016-01-10', 'Check', 1453),
(1454, 69067, '2016-01-14', 'Check', 1454),
(1455, 335595, '2016-01-10', 'Cash', 1455),
(1456, 169759, '2016-01-29', 'Credit Card', 1456),
(1457, 257092, '2016-01-15', 'Check', 1457),
(1458, 713382, '2016-01-26', 'Credit Card', 1458),
(1459, 179994, '2016-01-17', 'Check', 1459),
(1460, 792361, '2016-01-30', 'Check', 1460),
(1461, 592422, '2016-01-21', 'Cash', 1461),
(1462, 847017, '2016-01-30', 'Check', 1462),
(1463, 843266, '2016-01-15', 'Credit Card', 1463),
(1464, 167362, '2016-01-24', 'Check', 1464),
(1465, 342318, '2016-01-21', 'Check', 1465),
(1466, 730171, '2016-01-28', 'Credit Card', 1466),
(1467, 484356, '2016-01-21', 'Cash', 1467),
(1468, 899851, '2016-01-16', 'Credit Card', 1468),
(1469, 208068, '2016-01-23', 'Credit Card', 1469),
(1470, 281542, '2016-01-10', 'Cash', 1470),
(1471, 858502, '2016-01-23', 'Credit Card', 1471),
(1472, 632694, '2016-01-28', 'Cash', 1472),
(1473, 479930, '2016-01-15', 'Cash', 1473),
(1474, 950670, '2016-01-18', 'Credit Card', 1474),
(1475, 546104, '2016-01-16', 'Check', 1475),
(1476, 418137, '2016-01-28', 'Credit Card', 1476),
(1477, 171067, '2016-01-22', 'Cash', 1477),
(1478, 45889, '2016-01-13', 'Check', 1478),
(1479, 350295, '2016-01-24', 'Cash', 1479),
(1480, 544032, '2016-01-11', 'Credit Card', 1480),
(1481, 230891, '2016-01-25', 'Check', 1481),
(1482, 153309, '2016-01-20', 'Check', 1482),
(1483, 458067, '2016-01-12', 'Cash', 1483),
(1484, 858697, '2016-01-23', 'Check', 1484),
(1485, 863007, '2016-01-24', 'Credit Card', 1485),
(1486, 448844, '2016-01-22', 'Credit Card', 1486),
(1487, 424241, '2016-01-14', 'Check', 1487),
(1488, 387572, '2016-01-28', 'Check', 1488),
(1489, 128713, '2016-01-19', 'Cash', 1489),
(1490, 754560, '2016-01-28', 'Credit Card', 1490),
(1491, 292284, '2016-01-10', 'Check', 1491),
(1492, 61799, '2016-01-25', 'Check', 1492),
(1493, 198155, '2016-01-19', 'Credit Card', 1493),
(1494, 472806, '2016-01-13', 'Cash', 1494),
(1495, 640983, '2016-01-24', 'Cash', 1495),
(1496, 213703, '2016-01-21', 'Credit Card', 1496),
(1497, 897682, '2016-01-22', 'Credit Card', 1497),
(1498, 156508, '2016-01-18', 'Check', 1498),
(1499, 151368, '2016-01-30', 'Cash', 1499),
(1500, 636686, '2016-01-27', 'Credit Card', 1500),
(1501, 653666, '2016-01-15', 'Credit Card', 1501),
(1502, 581792, '2016-01-24', 'Cash', 1502),
(1503, 333876, '2016-01-17', 'Cash', 1503),
(1504, 17524, '2016-01-20', 'Check', 1504),
(1505, 880142, '2016-01-16', 'Credit Card', 1505),
(1506, 199672, '2016-01-11', 'Check', 1506),
(1507, 821776, '2016-01-18', 'Check', 1507),
(1508, 947271, '2016-01-19', 'Check', 1508),
(1509, 499975, '2016-01-24', 'Cash', 1509),
(1510, 916910, '2016-01-28', 'Credit Card', 1510),
(1511, 163096, '2016-01-24', 'Credit Card', 1511),
(1512, 73002, '2016-01-19', 'Credit Card', 1512),
(1513, 346956, '2016-01-18', 'Check', 1513),
(1514, 732393, '2016-01-22', 'Cash', 1514),
(1515, 399935, '2016-01-29', 'Credit Card', 1515),
(1516, 56508, '2016-01-22', 'Cash', 1516),
(1517, 799225, '2016-01-14', 'Cash', 1517),
(1518, 614347, '2016-01-25', 'Cash', 1518),
(1519, 390910, '2016-01-24', 'Credit Card', 1519),
(1520, 87717, '2016-01-20', 'Cash', 1520),
(1521, 822736, '2016-01-23', 'Cash', 1521),
(1522, 975560, '2016-01-26', 'Cash', 1522),
(1523, 329722, '2016-01-29', 'Cash', 1523),
(1524, 770094, '2016-01-16', 'Check', 1524),
(1525, 587080, '2016-01-20', 'Check', 1525),
(1526, 268412, '2016-01-25', 'Check', 1526),
(1527, 530354, '2016-01-11', 'Credit Card', 1527),
(1528, 252573, '2016-01-21', 'Credit Card', 1528),
(1529, 674952, '2016-01-13', 'Credit Card', 1529),
(1530, 928971, '2016-01-24', 'Credit Card', 1530),
(1531, 877255, '2016-01-28', 'Check', 1531),
(1532, 117678, '2016-01-30', 'Check', 1532),
(1533, 420768, '2016-01-11', 'Check', 1533),
(1534, 899661, '2016-01-11', 'Cash', 1534),
(1535, 317015, '2016-01-14', 'Check', 1535),
(1536, 578415, '2016-01-24', 'Check', 1536),
(1537, 343507, '2016-01-10', 'Cash', 1537),
(1538, 263113, '2016-01-13', 'Credit Card', 1538),
(1539, 966495, '2016-01-27', 'Cash', 1539),
(1540, 417237, '2016-01-17', 'Check', 1540),
(1541, 73727, '2016-01-26', 'Check', 1541),
(1542, 955655, '2016-01-12', 'Cash', 1542),
(1543, 221182, '2016-01-27', 'Check', 1543),
(1544, 108953, '2016-01-17', 'Cash', 1544),
(1545, 144900, '2016-01-14', 'Check', 1545),
(1546, 307655, '2016-01-27', 'Credit Card', 1546),
(1547, 716606, '2016-01-28', 'Cash', 1547),
(1548, 65776, '2016-01-14', 'Cash', 1548),
(1549, 164678, '2016-01-27', 'Credit Card', 1549),
(1550, 49385, '2016-01-23', 'Check', 1550),
(1551, 955055, '2016-01-19', 'Cash', 1551),
(1552, 816910, '2016-01-20', 'Cash', 1552),
(1553, 562560, '2016-01-12', 'Check', 1553),
(1554, 145443, '2016-01-18', 'Credit Card', 1554),
(1555, 319582, '2016-01-26', 'Check', 1555),
(1556, 667028, '2016-01-18', 'Credit Card', 1556),
(1557, 926498, '2016-01-10', 'Cash', 1557),
(1558, 567903, '2016-01-19', 'Credit Card', 1558),
(1559, 687266, '2016-01-13', 'Check', 1559),
(1560, 447812, '2016-01-25', 'Credit Card', 1560),
(1561, 332465, '2016-01-14', 'Cash', 1561),
(1562, 838277, '2016-01-10', 'Cash', 1562),
(1563, 34092, '2016-01-17', 'Credit Card', 1563),
(1564, 34311, '2016-01-12', 'Credit Card', 1564),
(1565, 477729, '2016-01-22', 'Credit Card', 1565),
(1566, 511203, '2016-01-10', 'Check', 1566),
(1567, 804422, '2016-01-11', 'Credit Card', 1567),
(1568, 403323, '2016-01-19', 'Cash', 1568),
(1569, 750636, '2016-01-22', 'Cash', 1569),
(1570, 378273, '2016-01-30', 'Cash', 1570),
(1571, 379027, '2016-01-19', 'Cash', 1571),
(1572, 254201, '2016-01-25', 'Credit Card', 1572),
(1573, 157093, '2016-01-16', 'Cash', 1573),
(1574, 868880, '2016-01-30', 'Cash', 1574),
(1575, 616908, '2016-01-30', 'Cash', 1575),
(1576, 553558, '2016-01-11', 'Credit Card', 1576),
(1577, 126622, '2016-01-10', 'Cash', 1577),
(1578, 816090, '2016-01-10', 'Cash', 1578),
(1579, 867739, '2016-01-25', 'Cash', 1579),
(1580, 844201, '2016-01-24', 'Cash', 1580),
(1581, 968842, '2016-01-23', 'Cash', 1581),
(1582, 599622, '2016-01-14', 'Check', 1582),
(1583, 263669, '2016-01-23', 'Check', 1583),
(1584, 635267, '2016-01-29', 'Check', 1584),
(1585, 174566, '2016-01-14', 'Credit Card', 1585),
(1586, 754809, '2016-01-26', 'Check', 1586),
(1587, 821423, '2016-01-14', 'Credit Card', 1587),
(1588, 745055, '2016-01-21', 'Check', 1588),
(1589, 184313, '2016-01-19', 'Credit Card', 1589),
(1590, 46054, '2016-01-19', 'Credit Card', 1590),
(1591, 628196, '2016-01-22', 'Cash', 1591),
(1592, 420316, '2016-01-23', 'Check', 1592),
(1593, 840958, '2016-01-25', 'Cash', 1593),
(1594, 105766, '2016-01-27', 'Credit Card', 1594),
(1595, 107642, '2016-01-13', 'Check', 1595),
(1596, 465874, '2016-01-27', 'Cash', 1596),
(1597, 362531, '2016-01-28', 'Cash', 1597),
(1598, 204997, '2016-01-26', 'Check', 1598),
(1599, 215455, '2016-01-16', 'Check', 1599),
(1600, 986383, '2016-01-28', 'Cash', 1600),
(1601, 905675, '2016-01-24', 'Credit Card', 1601),
(1602, 690109, '2016-01-15', 'Cash', 1602),
(1603, 867461, '2016-01-25', 'Check', 1603),
(1604, 897744, '2016-01-11', 'Check', 1604),
(1605, 730214, '2016-01-22', 'Cash', 1605),
(1606, 370655, '2016-01-16', 'Credit Card', 1606),
(1607, 76969, '2016-01-27', 'Credit Card', 1607),
(1608, 759265, '2016-01-20', 'Cash', 1608),
(1609, 160410, '2016-01-10', 'Check', 1609),
(1610, 377387, '2016-01-10', 'Cash', 1610),
(1611, 652164, '2016-01-13', 'Check', 1611),
(1612, 508978, '2016-01-24', 'Check', 1612),
(1613, 509027, '2016-01-30', 'Credit Card', 1613),
(1614, 875796, '2016-01-14', 'Cash', 1614),
(1615, 398791, '2016-01-13', 'Credit Card', 1615),
(1616, 43737, '2016-01-15', 'Check', 1616),
(1617, 206097, '2016-01-13', 'Cash', 1617),
(1618, 479944, '2016-01-13', 'Credit Card', 1618),
(1619, 308037, '2016-01-15', 'Cash', 1619),
(1620, 802668, '2016-01-18', 'Cash', 1620),
(1621, 465446, '2016-01-28', 'Cash', 1621),
(1622, 83441, '2016-01-24', 'Credit Card', 1622),
(1623, 334592, '2016-01-25', 'Credit Card', 1623),
(1624, 287348, '2016-01-29', 'Cash', 1624),
(1625, 168423, '2016-01-18', 'Cash', 1625),
(1626, 829423, '2016-01-14', 'Credit Card', 1626),
(1627, 695192, '2016-01-22', 'Cash', 1627),
(1628, 464715, '2016-01-11', 'Cash', 1628),
(1629, 96075, '2016-01-29', 'Credit Card', 1629),
(1630, 769115, '2016-01-16', 'Credit Card', 1630),
(1631, 43589, '2016-01-19', 'Check', 1631),
(1632, 409091, '2016-01-22', 'Cash', 1632),
(1633, 708035, '2016-01-14', 'Credit Card', 1633),
(1634, 769150, '2016-01-19', 'Check', 1634),
(1635, 193905, '2016-01-26', 'Credit Card', 1635),
(1636, 457989, '2016-01-27', 'Check', 1636),
(1637, 978770, '2016-01-17', 'Cash', 1637),
(1638, 691203, '2016-01-15', 'Cash', 1638),
(1639, 180537, '2016-01-24', 'Cash', 1639),
(1640, 692350, '2016-01-29', 'Cash', 1640),
(1641, 249546, '2016-01-27', 'Credit Card', 1641),
(1642, 783708, '2016-01-24', 'Credit Card', 1642),
(1643, 249449, '2016-01-29', 'Cash', 1643),
(1644, 985789, '2016-01-10', 'Credit Card', 1644),
(1645, 337422, '2016-01-10', 'Cash', 1645),
(1646, 804428, '2016-01-17', 'Check', 1646),
(1647, 272521, '2016-01-28', 'Cash', 1647),
(1648, 239035, '2016-01-10', 'Check', 1648),
(1649, 270937, '2016-01-10', 'Credit Card', 1649),
(1650, 724473, '2016-01-21', 'Credit Card', 1650),
(1651, 713895, '2016-01-25', 'Check', 1651),
(1652, 205267, '2016-01-23', 'Check', 1652),
(1653, 695753, '2016-01-20', 'Check', 1653),
(1654, 469018, '2016-01-22', 'Cash', 1654),
(1655, 634761, '2016-01-23', 'Credit Card', 1655),
(1656, 959338, '2016-01-20', 'Credit Card', 1656),
(1657, 112456, '2016-01-12', 'Credit Card', 1657),
(1658, 737406, '2016-01-11', 'Cash', 1658),
